bioproject_accession	biosample_id	biosample_accession	env_broad_scale_asserted	env_local_scale_asserted	env_medium_asserted	env_broad_scale_mined	env_local_scale_mined	env_medium_mined
PRJNA385736	-1	SAMN07483497						
PRJNA385736	-1	SAMN07483498						
PRJNA385736	-1	SAMN07483499						
PRJNA385736	-1	SAMN07483500						
PRJNA385736	-1	SAMN07483501						
PRJNA385736	-1	SAMN07483502						
PRJNA385736	-1	SAMN07483503						
PRJNA385736	-1	SAMN07483504						
PRJNA385736	-1	SAMN07483505						
PRJNA385736	-1	SAMN07483506						
PRJNA385736	-1	SAMN07483507						
PRJNA385736	-1	SAMN07483508						
PRJNA385736	-1	SAMN07483509						
PRJNA385736	-1	SAMN07483520						
PRJNA385736	-1	SAMN07483521						
PRJNA385736	-1	SAMN07483522						
PRJNA385736	-1	SAMN07483523						
PRJNA385736	-1	SAMN07483524						
PRJNA385736	-1	SAMN07483525						
PRJNA385736	-1	SAMN07483526						
PRJNA385736	-1	SAMN07483527						
PRJNA385736	-1	SAMN07483528						
PRJNA385736	-1	SAMN07483529						
PRJNA385736	-1	SAMN07483530						
PRJNA385736	-1	SAMN07483531						
PRJNA385736	-1	SAMN07483532						
PRJNA385736	-1	SAMN07483533						
PRJNA385736	-1	SAMN07483534						
PRJNA385736	-1	SAMN07483535						
PRJNA385736	-1	SAMN07483536						
PRJNA385736	-1	SAMN07483537						
PRJNA385736	-1	SAMN07483538						
PRJNA385736	-1	SAMN07483539						
PRJNA385736	-1	SAMN07483540						
PRJNA385736	-1	SAMN07483541						
PRJNA385736	-1	SAMN07483542						
PRJNA385736	-1	SAMN07483543						
PRJNA385736	-1	SAMN07483544						
PRJNA385736	-1	SAMN07483545						
PRJNA385736	-1	SAMN07483546						
PRJNA385736	-1	SAMN07483547						
PRJNA385736	-1	SAMN07483548						
PRJNA385736	-1	SAMN07483549						
PRJNA385736	-1	SAMN07483550						
PRJNA385736	-1	SAMN07483551						
PRJNA385736	-1	SAMN07483552						
PRJNA385736	-1	SAMN07483553						
PRJNA385736	-1	SAMN07483554						
PRJNA385736	-1	SAMN07483555						
PRJNA385736	-1	SAMN07483556						
PRJNA385736	-1	SAMN07483557						
PRJNA385736	-1	SAMN07483558						
PRJNA385736	-1	SAMN07483559						
PRJNA385736	-1	SAMN07483560						
PRJNA385736	-1	SAMN07483561						
PRJNA385736	-1	SAMN07483562						
PRJNA385736	-1	SAMN07483563						
PRJNA385736	-1	SAMN07483564						
PRJNA385736	-1	SAMN07483565						
PRJNA385736	-1	SAMN07483566						
PRJNA385736	-1	SAMN07483567						
PRJNA385736	-1	SAMN07483568						
PRJNA385736	-1	SAMN07483569						
PRJNA385736	-1	SAMN07483570						
PRJNA385736	-1	SAMN07483571						
PRJNA385736	-1	SAMN07483572						
PRJNA385736	-1	SAMN07483573						
PRJNA385736	-1	SAMN07483574						
PRJNA385736	-1	SAMN07483575						
PRJNA385736	-1	SAMN07483576						
PRJNA385736	-1	SAMN07483577						
PRJNA385736	-1	SAMN07483578						
PRJNA385736	-1	SAMN07483579						
PRJNA385736	-1	SAMN07483580						
PRJNA385736	-1	SAMN07483581						
PRJNA385736	-1	SAMN07483582						
PRJNA385736	-1	SAMN07483583						
PRJNA385736	-1	SAMN07483584						
PRJNA385736	-1	SAMN07483585						
PRJNA385736	-1	SAMN07483586						
PRJNA385736	-1	SAMN07483587						
PRJNA385736	-1	SAMN07483588						
PRJNA385736	-1	SAMN07483589						
PRJNA385736	-1	SAMN07483590						
PRJNA385736	-1	SAMN07483591						
PRJNA385736	-1	SAMN07483592						
PRJNA385736	-1	SAMN07483593						
PRJNA385736	-1	SAMN07483594						
PRJNA385736	-1	SAMN07483595						
PRJNA385736	-1	SAMN07483596						
PRJNA385736	-1	SAMN07483597						
PRJNA385736	-1	SAMN07483598						
PRJNA385736	-1	SAMN07483599						
PRJNA385736	-1	SAMN07483600						
PRJNA385736	-1	SAMN07483601						
PRJNA385736	-1	SAMN07483602						
PRJNA385736	-1	SAMN07483603						
PRJNA385736	-1	SAMN07483604						
PRJNA385736	-1	SAMN07483605						
PRJNA385736	-1	SAMN07483606						
PRJNA385736	-1	SAMN07483607						
PRJNA385736	-1	SAMN07483608						
PRJNA385736	-1	SAMN07483609						
PRJNA385736	-1	SAMN07483610						
PRJNA385736	-1	SAMN07483611						
PRJNA385736	-1	SAMN07483612						
PRJNA385736	-1	SAMN07483613						
PRJNA385736	-1	SAMN07483614						
PRJNA385736	-1	SAMN07483615						
PRJNA385736	-1	SAMN07483616						
PRJNA385736	-1	SAMN07483617						
PRJNA385736	-1	SAMN07483618						
PRJNA385736	-1	SAMN07483619						
PRJNA385736	-1	SAMN07483620						
PRJNA385736	-1	SAMN07483621						
PRJNA385736	-1	SAMN07483622						
PRJNA385736	-1	SAMN07483623						
PRJNA385736	-1	SAMN07483624						
PRJNA385736	-1	SAMN07483625						
PRJNA385736	-1	SAMN07483626						
PRJNA385736	-1	SAMN07483627						
PRJNA385736	-1	SAMN07483628						
PRJNA385736	-1	SAMN07483629						
PRJNA385736	-1	SAMN07483630						
PRJNA385736	-1	SAMN07483631						
PRJNA385736	-1	SAMN07483632						
PRJNA385736	-1	SAMN07483633						
PRJNA385736	-1	SAMN07483634						
PRJNA385736	-1	SAMN07483635						
PRJNA385736	-1	SAMN07483636						
PRJNA385736	-1	SAMN08218782						
PRJNA385736	-1	SAMN08218783						
PRJNA385736	-1	SAMN08218784						
PRJNA385736	-1	SAMN08218785						
PRJNA385736	-1	SAMN08218786						
PRJNA385736	-1	SAMN08218787						
PRJNA385736	-1	SAMN08218788						
PRJNA385736	-1	SAMN08218789						
PRJNA385736	-1	SAMN08218790						
PRJNA385736	-1	SAMN08218791						
PRJNA385736	-1	SAMN08218792						
PRJNA385736	-1	SAMN08218793						
PRJNA385736	-1	SAMN08218794						
PRJNA385736	-1	SAMN08218795						
PRJNA385736	-1	SAMN08218796						
PRJNA385736	-1	SAMN08218797						
PRJNA385736	-1	SAMN08218798						
PRJNA385736	-1	SAMN08218799						
PRJNA385736	-1	SAMN08218800						
PRJNA385736	-1	SAMN08218801						
PRJNA385736	-1	SAMN08218802						
PRJNA385736	-1	SAMN08218803						
PRJNA385736	-1	SAMN08218804						
PRJNA385736	-1	SAMN08218805						
PRJNA385736	-1	SAMN08218806						
PRJNA385736	-1	SAMN08218807						
PRJNA385736	-1	SAMN08218808						
PRJNA385736	-1	SAMN08218809						
PRJNA385736	-1	SAMN08218810						
PRJNA385736	-1	SAMN08218811						
PRJNA385736	-1	SAMN08218812						
PRJNA385736	-1	SAMN08218813						
PRJNA385736	-1	SAMN08218814						
PRJNA385736	-1	SAMN08218815						
PRJNA385736	-1	SAMN08218816						
PRJNA385736	-1	SAMN08218817						
PRJNA385736	-1	SAMN08218818						
PRJNA385736	-1	SAMN08218819						
PRJNA385736	-1	SAMN08218820						
PRJNA385736	-1	SAMN08218821						
PRJNA385736	-1	SAMN08218822						
PRJNA385736	-1	SAMN08218823						
PRJNA385736	-1	SAMN08218824						
PRJNA385736	-1	SAMN08218825						
PRJNA385736	-1	SAMN08218826						
PRJNA385736	-1	SAMN08218827						
PRJNA385736	-1	SAMN08218828						
PRJNA385736	-1	SAMN08218829						
PRJNA385736	-1	SAMN08218830						
PRJNA385736	-1	SAMN08218831						
PRJNA385736	-1	SAMN08218832						
PRJNA385736	-1	SAMN08218833						
PRJNA385736	-1	SAMN08218834						
PRJNA385736	-1	SAMN08218835						
PRJNA385736	-1	SAMN08218836						
PRJNA385736	-1	SAMN08218837						
PRJNA385736	-1	SAMN08218838						
PRJNA385736	-1	SAMN08218839						
PRJNA385736	-1	SAMN08218840						
PRJNA385736	-1	SAMN08218841						
PRJNA385736	-1	SAMN08218842						
PRJNA385736	-1	SAMN08218843						
PRJNA385736	-1	SAMN08218844						
PRJNA385736	-1	SAMN08218845						
PRJNA385736	-1	SAMN08218846						
PRJNA385736	-1	SAMN08218847						
PRJNA385736	-1	SAMN08218848						
PRJNA385736	-1	SAMN08218849						
PRJNA385736	-1	SAMN08218850						
PRJNA385736	-1	SAMN08218851						
PRJNA385736	-1	SAMN08218852						
PRJNA385736	-1	SAMN08218853						
PRJNA385736	-1	SAMN08218854						
PRJNA385736	-1	SAMN08218855						
PRJNA385736	-1	SAMN08218856						
PRJNA385736	-1	SAMN08218857						
PRJNA385736	-1	SAMN08218858						
PRJNA385736	-1	SAMN08218859						
PRJNA385736	-1	SAMN08218860						
PRJNA385736	-1	SAMN08218861						
PRJNA385736	-1	SAMN08218862						
PRJNA385736	-1	SAMN08218863						
PRJNA385736	-1	SAMN08218864						
PRJNA385736	-1	SAMN08218865						
PRJNA385736	-1	SAMN08218866						
PRJNA385736	-1	SAMN08218867						
PRJNA385736	-1	SAMN08218868						
PRJNA385736	-1	SAMN08218869						
PRJNA385736	-1	SAMN08218870						
PRJNA385736	-1	SAMN08218871						
PRJNA385736	-1	SAMN08218872						
PRJNA385736	-1	SAMN08218873						
PRJNA385736	-1	SAMN08218874						
PRJNA385736	-1	SAMN08218875						
PRJNA385736	-1	SAMN08218876						
PRJNA385736	-1	SAMN08218877						
PRJNA385736	-1	SAMN08218878						
PRJNA385736	-1	SAMN08218879						
PRJNA385736	-1	SAMN08218880						
PRJNA385736	-1	SAMN08218881						
PRJNA385736	-1	SAMN08218882						
PRJNA385736	-1	SAMN08218883						
PRJNA385736	-1	SAMN08218884						
PRJNA385736	-1	SAMN08218885						
PRJNA385736	-1	SAMN08218886						
PRJNA385736	-1	SAMN08218887						
PRJNA385736	-1	SAMN08218888						
PRJNA385736	-1	SAMN08218889						
PRJNA385736	-1	SAMN08218890						
PRJNA385736	-1	SAMN08218891						
PRJNA385736	-1	SAMN08218892						
PRJNA385736	-1	SAMN08218893						
PRJNA385736	-1	SAMN08218894						
PRJNA385736	-1	SAMN08218895						
PRJNA385736	-1	SAMN08218896						
PRJNA385736	-1	SAMN08218897						
PRJNA385736	-1	SAMN08218898						
PRJNA385736	-1	SAMN08218899						
PRJNA385736	-1	SAMN08218900						
PRJNA385736	-1	SAMN08218901						
PRJNA385736	-1	SAMN08218902						
PRJNA385736	-1	SAMN08218903						
PRJNA385736	-1	SAMN08218904						
PRJNA385736	-1	SAMN08218905						
PRJNA385736	-1	SAMN08218906						
PRJNA385736	-1	SAMN08218907						
PRJNA385736	-1	SAMN08218908						
PRJNA385736	-1	SAMN08218909						
PRJNA385736	-1	SAMN08218910						
PRJNA385736	-1	SAMN08218911						
PRJNA385736	-1	SAMN08218912						
PRJNA385736	-1	SAMN08218913						
PRJNA385736	-1	SAMN08218914						
PRJNA385736	-1	SAMN08218915						
PRJNA385736	-1	SAMN08218916						
PRJNA385736	-1	SAMN08218917						
PRJNA385736	-1	SAMN08218918						
PRJNA385736	-1	SAMN08218919						
PRJNA385736	-1	SAMN08218920						
PRJNA385736	-1	SAMN08218921						
PRJNA385736	-1	SAMN08218922						
PRJNA385736	-1	SAMN08218923						
PRJNA385736	-1	SAMN08218924						
PRJNA385736	-1	SAMN08218925						
PRJNA385736	-1	SAMN08218926						
PRJNA385736	-1	SAMN08218927						
PRJNA385736	-1	SAMN08218928						
PRJNA385736	-1	SAMN08218929						
PRJNA385736	-1	SAMN08218930						
PRJNA385736	-1	SAMN08218931						
PRJNA385736	-1	SAMN08218932						
PRJNA385736	-1	SAMN08218933						
PRJNA385736	-1	SAMN08218934						
PRJNA385736	-1	SAMN08218935						
PRJNA385736	-1	SAMN08218936						
PRJNA385736	-1	SAMN08218937						
PRJNA385736	-1	SAMN08218938						
PRJNA385736	-1	SAMN08218939						
PRJNA385736	-1	SAMN08218940						
PRJNA385736	-1	SAMN08218941						
PRJNA385736	-1	SAMN08218942						
PRJNA385736	-1	SAMN08218943						
PRJNA385736	-1	SAMN08218944						
PRJNA385736	-1	SAMN08218945						
PRJNA385736	-1	SAMN08218946						
PRJNA385736	-1	SAMN08218947						
PRJNA385736	-1	SAMN08218948						
PRJNA385736	-1	SAMN08218949						
PRJNA385736	-1	SAMN08218950						
PRJNA385736	-1	SAMN08218951						
PRJNA385736	-1	SAMN08218952						
PRJNA385736	-1	SAMN08218953						
PRJNA385736	-1	SAMN08218954						
PRJNA385736	-1	SAMN08218955						
PRJNA385736	-1	SAMN08218956						
PRJNA385736	-1	SAMN08218957						
PRJNA385736	-1	SAMN08218958						
PRJNA385736	-1	SAMN08218959						
PRJNA385736	-1	SAMN08218960						
PRJNA385736	-1	SAMN08218961						
PRJNA385736	-1	SAMN08218962						
PRJNA385736	-1	SAMN08218963						
PRJNA385736	-1	SAMN08218964						
PRJNA385736	-1	SAMN08218965						
PRJNA385736	-1	SAMN08218966						
PRJNA385736	-1	SAMN08218967						
PRJNA385736	-1	SAMN08218968						
PRJNA385736	-1	SAMN08218969						
PRJNA385736	-1	SAMN08218970						
PRJNA385736	-1	SAMN08218971						
PRJNA385736	-1	SAMN08218972						
PRJNA385736	-1	SAMN08218973						
PRJNA385736	-1	SAMN08218974						
PRJNA385736	-1	SAMN08218975						
PRJNA385736	-1	SAMN08218976						
PRJNA385736	-1	SAMN08218977						
PRJNA385736	-1	SAMN08218978						
PRJNA385736	-1	SAMN08218979						
PRJNA385736	-1	SAMN08218980						
PRJNA385736	-1	SAMN08218981						
PRJNA385736	-1	SAMN08218982						
PRJNA385736	-1	SAMN08218983						
PRJNA385736	-1	SAMN08218984						
PRJNA385736	-1	SAMN08218985						
PRJNA385736	-1	SAMN08218986						
PRJNA385736	-1	SAMN08218987						
PRJNA385736	-1	SAMN08218988						
PRJNA385736	-1	SAMN08218989						
PRJNA385736	-1	SAMN08218990						
PRJNA385736	-1	SAMN08218991						
PRJNA385736	-1	SAMN08218992						
PRJNA385736	-1	SAMN08218993						
PRJNA385736	-1	SAMN08218994						
PRJNA385736	-1	SAMN08218995						
PRJNA385736	-1	SAMN08218996						
PRJNA385736	-1	SAMN08218997						
PRJNA385736	-1	SAMN08218998						
PRJNA385736	-1	SAMN08218999						
PRJNA385736	-1	SAMN08219000						
PRJNA385736	-1	SAMN08219001						
PRJNA385736	-1	SAMN08219002						
PRJNA385736	-1	SAMN08219003						
PRJNA385736	-1	SAMN08219004						
PRJNA385736	-1	SAMN08219005						
PRJNA385736	-1	SAMN08219006						
PRJNA385736	-1	SAMN08219007						
PRJNA385736	-1	SAMN08219008						
PRJNA385736	-1	SAMN08219009						
PRJNA385736	-1	SAMN08219010						
PRJNA385736	-1	SAMN08219011						
PRJNA385736	-1	SAMN08219012						
PRJNA385736	-1	SAMN08219013						
PRJNA385736	-1	SAMN08219014						
PRJNA385736	-1	SAMN08219015						
PRJNA385736	-1	SAMN08219016						
PRJNA385736	-1	SAMN08219017						
PRJNA385736	-1	SAMN08219018						
PRJNA385736	-1	SAMN08219019						
PRJNA385736	-1	SAMN08219020						
PRJNA385736	-1	SAMN08219021						
PRJNA385736	-1	SAMN08219022						
PRJNA385736	-1	SAMN08219023						
PRJNA385736	-1	SAMN08219024						
PRJNA385736	-1	SAMN08219025						
PRJNA385736	-1	SAMN08219026						
PRJNA385736	-1	SAMN08219027						
PRJNA385736	-1	SAMN08219028						
PRJNA385736	-1	SAMN08219029						
PRJNA385736	-1	SAMN08219030						
PRJNA385736	-1	SAMN08219031						
PRJNA385736	-1	SAMN08219032						
PRJNA385736	-1	SAMN08219033						
PRJNA385736	-1	SAMN08219034						
PRJNA385736	-1	SAMN08219035						
PRJNA385736	-1	SAMN08219036						
PRJNA385736	-1	SAMN08219037						
PRJNA385736	-1	SAMN08219038						
PRJNA385736	-1	SAMN08219039						
PRJNA385736	-1	SAMN08219040						
PRJNA385736	-1	SAMN08219041						
PRJNA385736	-1	SAMN08219042						
PRJNA385736	-1	SAMN08219043						
PRJNA385736	-1	SAMN08219044						
PRJNA385736	-1	SAMN08219045						
PRJNA385736	-1	SAMN08219046						
PRJNA385736	-1	SAMN08219047						
PRJNA385736	-1	SAMN08219048						
PRJNA385736	-1	SAMN08219049						
PRJNA385736	-1	SAMN08219050						
PRJNA385736	-1	SAMN08219051						
PRJNA385736	-1	SAMN08219052						
PRJNA385736	-1	SAMN08219053						
PRJNA385736	-1	SAMN08219054						
PRJNA385736	-1	SAMN08219055						
PRJNA385736	-1	SAMN08219056						
PRJNA385736	-1	SAMN08219057						
PRJNA385736	-1	SAMN08219058						
PRJNA385736	-1	SAMN08219059						
PRJNA385736	-1	SAMN08219060						
PRJNA385736	-1	SAMN08219061						
PRJNA385736	-1	SAMN08219062						
PRJNA385736	-1	SAMN08219063						
PRJNA385736	-1	SAMN08219064						
PRJNA385736	-1	SAMN08219065						
PRJNA385736	-1	SAMN08219066						
PRJNA385736	-1	SAMN08219067						
PRJNA385736	-1	SAMN08219068						
PRJNA385736	-1	SAMN08219069						
PRJNA385736	-1	SAMN08219070						
PRJNA385736	-1	SAMN08219071						
PRJNA385736	-1	SAMN08219072						
PRJNA385736	-1	SAMN08219073						
PRJNA385736	-1	SAMN08219074						
PRJNA385736	-1	SAMN08219075						
PRJNA385736	-1	SAMN08219076						
PRJNA385736	-1	SAMN08219077						
PRJNA385736	-1	SAMN08219078						
PRJNA385736	-1	SAMN08219079						
PRJNA385736	-1	SAMN08219080						
PRJNA385736	-1	SAMN08219081						
PRJNA385736	-1	SAMN08219082						
PRJNA385736	-1	SAMN08219083						
PRJNA385736	-1	SAMN08219084						
PRJNA385736	-1	SAMN08219085						
PRJNA385736	-1	SAMN08219086						
PRJNA385736	-1	SAMN08219087						
PRJNA385736	-1	SAMN08219088						
PRJNA385736	-1	SAMN08219089						
PRJNA385736	-1	SAMN08219090						
PRJNA385736	-1	SAMN08219091						
PRJNA385736	-1	SAMN08219092						
PRJNA385736	-1	SAMN08219093						
PRJNA385736	-1	SAMN08219094						
PRJNA385736	-1	SAMN08219095						
PRJNA385736	-1	SAMN08219096						
PRJNA385736	-1	SAMN08219097						
PRJNA385736	-1	SAMN08219098						
PRJNA385736	-1	SAMN08219099						
PRJNA385736	-1	SAMN08219100						
PRJNA385736	-1	SAMN08219101						
PRJNA385736	-1	SAMN08219102						
PRJNA385736	-1	SAMN08219103						
PRJNA385736	-1	SAMN08219104						
PRJNA385736	-1	SAMN08219105						
PRJNA385736	-1	SAMN08219106						
PRJNA385736	-1	SAMN08219107						
PRJNA385736	-1	SAMN08219108						
PRJNA385736	-1	SAMN08219109						
PRJNA385736	-1	SAMN08219110						
PRJNA385736	-1	SAMN08219111						
PRJNA385736	-1	SAMN08219112						
PRJNA385736	-1	SAMN08219113						
PRJNA385736	-1	SAMN08219114						
PRJNA385736	-1	SAMN08219115						
PRJNA385736	-1	SAMN08219116						
PRJNA385736	-1	SAMN08219117						
PRJNA385736	-1	SAMN08219118						
PRJNA385736	-1	SAMN08219119						
PRJNA385736	-1	SAMN08219120						
PRJNA385736	-1	SAMN08219121						
PRJNA385736	-1	SAMN08219122						
PRJNA385736	-1	SAMN08219123						
PRJNA385736	-1	SAMN08219124						
PRJNA385736	-1	SAMN08219125						
PRJNA385736	-1	SAMN08219126						
PRJNA385736	-1	SAMN08219127						
PRJNA385736	-1	SAMN08219128						
PRJNA385736	-1	SAMN08219129						
PRJNA385736	-1	SAMN08219130						
PRJNA385736	-1	SAMN08219131						
PRJNA385736	-1	SAMN08219132						
PRJNA385736	-1	SAMN08219133						
PRJNA385736	-1	SAMN08219134						
PRJNA385736	-1	SAMN08219135						
PRJNA385736	-1	SAMN08219136						
PRJNA385736	-1	SAMN08219137						
PRJNA385736	-1	SAMN08219138						
PRJNA385736	-1	SAMN08219139						
PRJNA385736	-1	SAMN08219140						
PRJNA385736	-1	SAMN08219141						
PRJNA385736	-1	SAMN08219142						
PRJNA385736	-1	SAMN08219143						
PRJNA385736	-1	SAMN08219144						
PRJNA385736	-1	SAMN08219145						
PRJNA385736	-1	SAMN08219146						
PRJNA385736	-1	SAMN08219147						
PRJNA385736	-1	SAMN08219148						
PRJNA385736	-1	SAMN08219149						
PRJNA385736	-1	SAMN08219150						
PRJNA385736	-1	SAMN08219151						
PRJNA385736	-1	SAMN08219152						
PRJNA385736	-1	SAMN08219153						
PRJNA385736	-1	SAMN08219154						
PRJNA385736	-1	SAMN08219155						
PRJNA385736	-1	SAMN08219156						
PRJNA385736	-1	SAMN08219157						
PRJNA385736	-1	SAMN08219158						
PRJNA385736	-1	SAMN08219159						
PRJNA385736	-1	SAMN08219160						
PRJNA385736	-1	SAMN08219161						
PRJNA385736	-1	SAMN08219162						
PRJNA385736	-1	SAMN08219163						
PRJNA385736	-1	SAMN08219164						
PRJNA385736	-1	SAMN08219165						
PRJNA385736	-1	SAMN08219166						
PRJNA385736	-1	SAMN08219167						
PRJNA385736	-1	SAMN08219168						
PRJNA385736	-1	SAMN08219169						
PRJNA385736	-1	SAMN08219170						
PRJNA385736	-1	SAMN08219171						
PRJNA385736	-1	SAMN08219172						
PRJNA385736	-1	SAMN08219173						
PRJNA385736	-1	SAMN08219174						
PRJNA385736	-1	SAMN08219175						
PRJNA385736	-1	SAMN08219176						
PRJNA385736	-1	SAMN08219177						
PRJNA385736	-1	SAMN08219178						
PRJNA385736	-1	SAMN08219179						
PRJNA385736	-1	SAMN08219180						
PRJNA385736	-1	SAMN08219181						
PRJNA385736	-1	SAMN08219182						
PRJNA385736	-1	SAMN08219183						
PRJNA385736	-1	SAMN08219184						
PRJNA385736	-1	SAMN08219185						
PRJNA385736	-1	SAMN08219186						
PRJNA385736	-1	SAMN08219187						
PRJNA385736	-1	SAMN08219188						
PRJNA385736	-1	SAMN08219189						
PRJNA385736	-1	SAMN08219190						
PRJNA385736	-1	SAMN08219191						
PRJNA385736	-1	SAMN08219192						
PRJNA385736	-1	SAMN08219193						
PRJNA385736	-1	SAMN08219194						
PRJNA385736	-1	SAMN08219195						
PRJNA385736	-1	SAMN08219196						
PRJNA385736	-1	SAMN08219197						
PRJNA385736	-1	SAMN08219198						
PRJNA385736	-1	SAMN08219199						
PRJNA385736	-1	SAMN08219200						
PRJNA385736	-1	SAMN08219201						
PRJNA385736	-1	SAMN08219202						
PRJNA385736	-1	SAMN08219203						
PRJNA385736	-1	SAMN08219204						
PRJNA385736	-1	SAMN08219205						
PRJNA385736	-1	SAMN08219206						
PRJNA385736	-1	SAMN08219207						
PRJNA385736	-1	SAMN08219208						
PRJNA385736	-1	SAMN08219209						
PRJNA385736	-1	SAMN08219210						
PRJNA385736	-1	SAMN08219211						
PRJNA385736	-1	SAMN08219212						
PRJNA385736	-1	SAMN08219213						
PRJNA385736	-1	SAMN08219214						
PRJNA385736	-1	SAMN08219215						
PRJNA385736	-1	SAMN08219216						
PRJNA385736	-1	SAMN08219217						
PRJNA385736	-1	SAMN08219218						
PRJNA385736	-1	SAMN08219219						
PRJNA385736	-1	SAMN08219220						
PRJNA385736	-1	SAMN08219221						
PRJNA385736	-1	SAMN08219222						
PRJNA385736	-1	SAMN08219223						
PRJNA385736	-1	SAMN08219224						
PRJNA385736	-1	SAMN08219225						
PRJNA385736	-1	SAMN08219226						
PRJNA385736	-1	SAMN08219227						
PRJNA385736	-1	SAMN08219228						
PRJNA385736	-1	SAMN08219229						
PRJNA385736	-1	SAMN08219230						
PRJNA385736	-1	SAMN08219231						
PRJNA385736	-1	SAMN08219232						
PRJNA385736	-1	SAMN08219233						
PRJNA385736	-1	SAMN08219234						
PRJNA385736	-1	SAMN08219235						
PRJNA385736	-1	SAMN08219236						
PRJNA385736	-1	SAMN08219237						
PRJNA385736	-1	SAMN08219238						
PRJNA385736	-1	SAMN08219239						
PRJNA385736	-1	SAMN08219240						
PRJNA385736	-1	SAMN08219241						
PRJNA385736	-1	SAMN08219242						
PRJNA385736	-1	SAMN08219243						
PRJNA385736	-1	SAMN08219244						
PRJNA385736	-1	SAMN08219245						
PRJNA385736	-1	SAMN08219246						
PRJNA385736	-1	SAMN08219247						
PRJNA385736	-1	SAMN08219248						
PRJNA385736	-1	SAMN08219249						
PRJNA385736	-1	SAMN08219250						
PRJNA385736	-1	SAMN08219251						
PRJNA385736	-1	SAMN08219252						
PRJNA385736	-1	SAMN08219253						
PRJNA385736	-1	SAMN08219254						
PRJNA385736	-1	SAMN08219255						
PRJNA385736	-1	SAMN08219256						
PRJNA385736	-1	SAMN08219257						
PRJNA385736	-1	SAMN08219258						
PRJNA385736	-1	SAMN08219259						
PRJNA385736	-1	SAMN08219260						
PRJNA385736	-1	SAMN08219261						
PRJNA385736	-1	SAMN08219262						
PRJNA385736	-1	SAMN08219263						
PRJNA385736	-1	SAMN08219264						
PRJNA385736	-1	SAMN08219265						
PRJNA385736	-1	SAMN08219266						
PRJNA385736	-1	SAMN08219267						
PRJNA385736	-1	SAMN08219268						
PRJNA385736	-1	SAMN08219269						
PRJNA385736	-1	SAMN08219270						
PRJNA385736	-1	SAMN08219271						
PRJNA385736	-1	SAMN08219272						
PRJNA385736	-1	SAMN08219273						
PRJNA385736	-1	SAMN08219274						
PRJNA385736	-1	SAMN08219275						
PRJNA385736	-1	SAMN08219276						
PRJNA385736	-1	SAMN08219277						
PRJNA385736	-1	SAMN08219278						
PRJNA385736	-1	SAMN08219279						
PRJNA385736	-1	SAMN08219280						
PRJNA385736	-1	SAMN08219281						
PRJNA385736	-1	SAMN08219282						
PRJNA385736	-1	SAMN08219283						
PRJNA385736	-1	SAMN08219284						
PRJNA385736	-1	SAMN08219285						
PRJNA385736	-1	SAMN08219286						
PRJNA385736	-1	SAMN08219287						
PRJNA385736	-1	SAMN08219288						
PRJNA385736	-1	SAMN08219289						
PRJNA385736	-1	SAMN08219290						
PRJNA385736	-1	SAMN08219291						
PRJNA385736	-1	SAMN08219292						
PRJNA385736	-1	SAMN08219293						
PRJNA385736	-1	SAMN08219294						
PRJNA385736	-1	SAMN08219295						
PRJNA385736	-1	SAMN08219296						
PRJNA385736	-1	SAMN08219297						
PRJNA385736	-1	SAMN08219298						
PRJNA385736	-1	SAMN08219299						
PRJNA385736	-1	SAMN08219300						
PRJNA385736	-1	SAMN08219301						
PRJNA385736	-1	SAMN08219302						
PRJNA385736	-1	SAMN08219303						
PRJNA385736	-1	SAMN08219304						
PRJNA385736	-1	SAMN08219305						
PRJNA385736	-1	SAMN08219306						
PRJNA385736	-1	SAMN08219307						
PRJNA385736	-1	SAMN08219308						
PRJNA385736	-1	SAMN08219309						
PRJNA385736	-1	SAMN08219310						
PRJNA385736	-1	SAMN08219311						
PRJNA385736	-1	SAMN08219312						
PRJNA385736	-1	SAMN08219313						
PRJNA385736	-1	SAMN08219314						
PRJNA385736	-1	SAMN08219315						
PRJNA385736	-1	SAMN08219316						
PRJNA385736	-1	SAMN08219317						
PRJNA385736	-1	SAMN08219318						
PRJNA385736	-1	SAMN08219319						
PRJNA385736	-1	SAMN08219320						
PRJNA385736	-1	SAMN08219321						
PRJNA385736	-1	SAMN08219322						
PRJNA385736	-1	SAMN08219323						
PRJNA385736	-1	SAMN08219324						
PRJNA385736	-1	SAMN08219325						
PRJNA385736	-1	SAMN08219326						
PRJNA385736	-1	SAMN08219327						
PRJNA385736	-1	SAMN08219328						
PRJNA385736	-1	SAMN08219329						
PRJNA385736	-1	SAMN08219330						
PRJNA385736	-1	SAMN08219331						
PRJNA385736	-1	SAMN08219332						
PRJNA385736	-1	SAMN08219333						
PRJNA385736	-1	SAMN08219334						
PRJNA385736	-1	SAMN08219335						
PRJNA385736	-1	SAMN08219336						
PRJNA385736	-1	SAMN08219337						
PRJNA385736	-1	SAMN08219338						
PRJNA385736	-1	SAMN08219339						
PRJNA385736	-1	SAMN08219340						
PRJNA385736	-1	SAMN08219341						
PRJNA385736	-1	SAMN08219342						
PRJNA385736	-1	SAMN08219343						
PRJNA385736	-1	SAMN08219344						
PRJNA385736	-1	SAMN08219345						
PRJNA385736	-1	SAMN08219346						
