biosampleGoldId	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale.id	envoBroadScale.label	envoLocalScale.id	envoLocalScale.label	envoMedium.id	envoMedium.label
Gb0315511	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315512	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315513	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315514	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315515	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315516	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315517	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315518	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315519	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315520	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315521	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315522	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315523	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315524	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315525	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315526	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315527	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315528	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315529	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315530	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315531	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315532	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315533	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315534	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315535	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315536	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315537	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315538	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315539	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315540	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315541	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315542	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315543	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315544	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315545	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315546	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315547	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315548	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315549	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315550	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315551	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315552	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315553	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315554	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315555	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315556	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315557	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315558	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315559	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315560	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315561	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315562	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315563	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315564	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315565	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315566	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315567	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315568	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315569	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315570	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315571	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315572	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315573	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315574	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315575	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315576	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315577	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315578	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315579	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315580	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315581	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315582	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315583	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315584	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315585	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315586	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315587	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315588	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315589	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315590	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315591	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315592	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315593	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315594	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315595	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315596	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315597	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315598	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315599	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315600	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315601	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315602	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315603	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315604	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315605	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315606	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315607	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315608	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315609	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315610	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315611	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315612	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315613	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315614	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315615	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315616	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315617	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315618	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315619	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315620	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315621	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315622	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315623	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315624	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315625	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315626	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315627	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315628	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315629	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315630	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315631	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315632	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315633	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315634	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315635	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315636	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315637	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315638	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315639	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315640	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315641	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315642	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	ENVO:00005791	sterile water	ENVO:00000469	research facility
Gb0315643	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315644	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315645	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315646	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315647	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315648	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315649	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315650	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315651	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315652	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315653	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315654	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315655	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315656	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315657	4092	Host-associated	Fish	Digestive system	Intestine	Unclassified	ENVO:00000447	marine biome	ENVO:2100002	intestine environment	ENVO:01001002	animal-associated environment
Gb0315658	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315659	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315660	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315661	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315662	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315663	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315664	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315665	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315666	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315667	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	ENVO:01000687	coast	ENVO:00002007	sediment
Gb0315668	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315669	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315670	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315671	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315672	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315673	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315674	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315675	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315676	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
Gb0315677	7274	Environmental	Terrestrial	Nest	Insects nest	Fungus garden/Fungus gallery	ENVO:01000200	tropical broadleaf forest biome	ENVO:01000155	organic material	ENVO:01001002	animal-associated environment
