class	slot	annotation_Preferred_unit	prefunit_count	exploded_prefunit	exploded_count	annotation_times_explosion_count	ucum	notes	slots	example
Water	chlorophyll	milligram per cubic meter, microgram per liter	4	microgram per liter	6	24	ug/L			
Water	conduc	milliSiemens per centimeter	4	milliSiemens per centimeter	1	4	mS/cm			
Water	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic meter	3	15	g/m3			
Water	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic centimeter	1	5	g/cm3			
Water	depth	meter	72	meter	3	216	m			
Water	diether_lipids	nanogram per liter	4	nanogram per liter	2	8	ng/L			
Water	diss_carb_dioxide	micromole per liter, milligram per liter	11	micromole per liter	8	88	umol/L			
Water	diss_carb_dioxide	micromole per liter, milligram per liter	11	milligram per liter	15	165	mg/L			
Water	diss_hydrogen	micromole per liter	24	micromole per liter	8	192	umol/L			
Water	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	microgram per liter	6	36	ug/L			
Water	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	milligram per liter	15	90	mg/L			
Water	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	parts per million	11	66	[ppm]			
Water	diss_inorg_nitro	microgram per liter, micromole per liter	5	microgram per liter	6	30	ug/L			
Water	diss_inorg_nitro	microgram per liter, micromole per liter	5	micromole per liter	8	40	umol/L			
Water	diss_org_carb	micromole per liter, milligram per liter	11	micromole per liter	8	88	umol/L			
Water	diss_org_carb	micromole per liter, milligram per liter	11	milligram per liter	15	165	mg/L			
Water	diss_oxygen	micromole per kilogram, milligram per liter	6	micromole per kilogram	2	12	umol/kg			
Water	diss_oxygen	micromole per kilogram, milligram per liter	6	milligram per liter	15	90	mg/L			
Water	down_par	microEinstein per square meter per second, microEinstein per square centimeter per second	1	microEinstein per square meter per second	1	1	{microEinstein}/m2/s			
Water	down_par	microEinstein per square meter per second, microEinstein per square centimeter per second	1	microEinstein per square centimeter per second	1	1	{microEinstein}/cm2/s			
Water	elev	meter	72	meter	3	216	m			
Water	fluor	milligram chlorophyll a per cubic meter, volts	1	milligram chlorophyll a per cubic meter	1	1	mg{chlorophyll}/m3			
Water	fluor	milligram chlorophyll a per cubic meter, volts	1	volts	1	1	V			
Water	glucosidase_act	mol per liter per hour	3	mol per liter per hour	1	3	mol/L/h			
Water	light_intensity	lux	1	lux	3	3	lx			
Water	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	mole per liter	7	35	mol/h			
Water	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	milligram per liter	15	75	mg/L			
Water	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	parts per million	11	55	[ppm]			
Water	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	micromole per kilogram	2	10	umol/kg			
Water	mean_frict_vel	meter per second	6	meter per second	1	6	m/s			
Water	mean_peak_frict_vel	meter per second	6	meter per second	1	6	m/s			
Water	nitrate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	nitrate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	nitrate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	nitrite	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	nitrite	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	nitrite	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	nitro	micromole per liter	24	micromole per liter	8	192	umol/L			
Water	org_matter	microgram per liter	7	microgram per liter	6	42	ug/L			
Water	part_org_nitro	microgram per liter, micromole per liter	5	microgram per liter	6	30	ug/L			
Water	part_org_nitro	microgram per liter, micromole per liter	5	micromole per liter	8	40	umol/L			
Water	petroleum_hydrocarb	micromole per liter	24	micromole per liter	8	192	umol/L			
Water	phaeopigments	milligram per cubic meter	3	milligram per cubic meter	2	6	mg/m3			
Water	phosphate	micromole per liter	24	micromole per liter	8	192	umol/L			
Water	photon_flux	number of photons per second per unit area	1	number of photons per second per unit area	1	1	umol{photons}/s/m2	“per unit area” Is a dimension specification. “per square meter” would be a unit specification. Note that the example expresses numbers in moles units.	photon_flux	3.926 micromole photons per second per square meter
Water	potassium	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
Water	potassium	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
Water	pressure	atmosphere	6	atmosphere	2	12	atm			
Water	primary_prod	milligram per cubic meter per day, gram per square meter per day	1	milligram per cubic meter per day	3	3	mg/m3/d			
Water	primary_prod	milligram per cubic meter per day, gram per square meter per day	1	gram per square meter per day	1	1	g/m2/d			
Water	redox_potential	millivolt	3	millivolt	1	3	mV			
Water	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17	{practical_salinity}	In TEOS-10, “PSU” is deprecated; the preferred terminology is “Practical Salinity” with no unit symbol. See also http://qudt.org/vocab/unit/PSU	salinity	25 practical salinity unit
Water	salinity	practical salinity unit, percentage	17	percentage	2	34	%			
Water	samp_store_temp	degree Celsius	88	degree Celsius	2	176	Cel			
Water	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132	mL			
Water	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330	g			
Water	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99	mg			
Water	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33	cm2			
Water	silicate	micromole per liter	24	micromole per liter	8	192	umol/L			
Water	size_frac_low	micrometer	7	micrometer	2	14	um			
Water	size_frac_up	micrometer	7	micrometer	2	14	um			
Water	sodium	milligram per liter, parts per million	32	milligram per liter	15	480	mg/L			
Water	sodium	milligram per liter, parts per million	32	parts per million	11	352	[ppm]			
Water	soluble_react_phosp	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	soluble_react_phosp	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	soluble_react_phosp	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	sulfate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	sulfate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	sulfate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	sulfide	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	sulfide	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	sulfide	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	suspend_part_matter	milligram per liter	26	milligram per liter	15	390	mg/L			
Water	temp	degree Celsius	88	degree Celsius	2	176	Cel			
Water	tot_depth_water_col	meter	72	meter	3	216	m			
Water	tot_diss_nitro	microgram per liter	7	microgram per liter	6	42	ug/L			
Water	tot_inorg_nitro	microgram per liter	7	microgram per liter	6	42	ug/L			
Water	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	microgram per liter	6	24	ug/L			
Water	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	micromole per liter	8	32	umol/L			
Water	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	milligram per liter	15	60	mg/L			
Water	tot_part_carb	microgram per liter, micromole per liter	5	microgram per liter	6	30	ug/L			
Water	tot_part_carb	microgram per liter, micromole per liter	5	micromole per liter	8	40	umol/L			
Water	tot_phosp	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280	umol/L			
Water	tot_phosp	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525	mg/L			
Water	tot_phosp	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385	[ppm]			
Water	water_current	cubic meter per second, knots	2	cubic meter per second	1	2	m3/s			
Water	water_current	cubic meter per second, knots	2	knots	1	2	{nautical_mile}/h		water_current|atmospheric_data	wind speed;9 knots
