accession	biosampleGoldId	ncbiBioProjectAccession	sraExperimentIds	modDate	addDate	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale_id	envoBroadScale_label	envoBroadScale_label_lu	envoBroadScale_label_exact_match	envoBroadScale_biome	envoLocalScale_id	envoLocalScale_label	envoLocalScale_label_lu	envoLocalScale_label_exact_match	envoLocalScale_abp_subset	envoMedium_id	envoMedium_label	envoMedium_label_lu	envoMedium_label_exact_match	envoMedium_env_mat	envoMedium_soil	envoMedium_liq_water	envoMedium_sediment	envoMedium_fecal_material	envoMedium_animal_manure	envoMedium_bodily_fluid_material	envoMedium_sludge	envoMedium_petroleum	envoMedium_accounted_for	env_broad_scale	env_broad_scale_matched_curie	env_broad_scale_matched_label	env_broad_scale_replacement_curie	env_broad_scale_replacement_label	env_broad_scale_via_obsolescence	is_biome	env_broad_scale_curation_curie	env_broad_scale_curation_label	env_local_scale	env_local_scale_matched_curie	env_local_scale_matched_label	env_local_scale_replacement_curie	env_local_scale_replacement_label	env_local_scale_via_obsolescence	is_selected_abp	env_local_scale_curation_curie	env_local_scale_curation_label	env_medium	env_medium_matched_curie	env_medium_matched_label	env_medium_replacement_curie	env_medium_replacement_label	env_medium_via_obsolescence	is_env_mat	env_medium_curation_curie	env_medium_curation_label
SAMEA7724069	Gb0315705	PRJEB42019	ERX4804460	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724070	Gb0315706	PRJEB42019	ERX4804461|ERX4806276	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724071	Gb0315707	PRJEB42019	ERX4804462|ERX4806277	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724072	Gb0315708	PRJEB42019	ERX4804463	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724073	Gb0315709	PRJEB42019	ERX4804464	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724074	Gb0315710	PRJEB42019	ERX4804465	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724075	Gb0315711	PRJEB42019	ERX4804466|ERX4806278	2025-01-29	2022-04-01	4308	Engineered	Modeled	Simulated communities (microbial mixture)	Unclassified	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:02000008	cell culture	cell culture	True	True	False	False	False	False	False	False	False	False	False	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			cell culture	ENVO:02000008	cell culture				True		
SAMEA7724076	Gb0315541	PRJEB42019	ERX4804467	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724077	Gb0315542	PRJEB42019	ERX4804468|ERX4806279	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724078	Gb0315543	PRJEB42019	ERX4804469	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724079	Gb0315544	PRJEB42019	ERX4804470	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724080	Gb0315545	PRJEB42019	ERX4804471|ERX4806280	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724081	Gb0315546	PRJEB42019	ERX4804472|ERX4806281	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724082	Gb0315547	PRJEB42019	ERX4804473	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724083	Gb0315548	PRJEB42019	ERX4804474	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724084	Gb0315549	PRJEB42019	ERX4804475	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724085	Gb0315550	PRJEB42019	ERX4804476	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724086	Gb0315551	PRJEB42019	ERX4804477	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724087	Gb0315552	PRJEB42019	ERX4804478|ERX4806282	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724088	Gb0315553	PRJEB42019	ERX4804479	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724089	Gb0315554	PRJEB42019	ERX4804480|ERX4806283	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724090	Gb0315555	PRJEB42019	ERX4804481	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724091	Gb0315556	PRJEB42019	ERX4804482	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724092	Gb0315557	PRJEB42019	ERX4804483	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724093	Gb0315558	PRJEB42019	ERX4804484|ERX4806284	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724094	Gb0315559	PRJEB42019	ERX4804485	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724095	Gb0315560	PRJEB42019	ERX4804486|ERX4806285	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724096	Gb0315561	PRJEB42019	ERX4804487	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724097	Gb0315562	PRJEB42019	ERX4804488|ERX4806286	2025-01-29	2022-04-01	6222	Engineered	Industrial production	Chemical products	Lab-grade water	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00000469	research facility	research facility	True	True	ENVO:00005791	sterile water	sterile water	True	True	False	True	False	False	False	False	False	False	True	urban biome	ENVO:01000249	urban biome				True			research facility	ENVO:00000469	research facility				True			sterile water	ENVO:00005791	sterile water				True		
SAMEA7724098	Gb0315439	PRJEB42019	ERX4804489|ERX4806288|ERX4811008|ERX4812288	2025-01-29	2022-04-01	5482	Engineered	Bioreactor	Anaerobic	Sludge	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00002124	anaerobic bioreactor	anaerobic bioreactor	True	False	ENVO:00002129	anaerobic sludge	anaerobic sludge	True	True	False	False	False	False	False	False	True	False	True	urban biome	ENVO:01000249	urban biome				True			anaerobic bioreactor	ENVO:00002124	anaerobic bioreactor				False			anaerobic sludge	ENVO:00002129	anaerobic sludge				True		
SAMEA7724099	Gb0315440	PRJEB42019	ERX4804490|ERX4806289|ERX4811009|ERX4812289	2025-01-29	2022-04-01	5482	Engineered	Bioreactor	Anaerobic	Sludge	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00002124	anaerobic bioreactor	anaerobic bioreactor	True	False	ENVO:00002129	anaerobic sludge	anaerobic sludge	True	True	False	False	False	False	False	False	True	False	True	urban biome	ENVO:01000249	urban biome				True			anaerobic bioreactor	ENVO:00002124	anaerobic bioreactor				False			anaerobic sludge	ENVO:00002129	anaerobic sludge				True		
SAMEA7724100	Gb0315441	PRJEB42019	ERX4804491|ERX4806290|ERX4811013|ERX4812293	2025-01-29	2022-04-01	5482	Engineered	Bioreactor	Anaerobic	Sludge	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00002124	anaerobic bioreactor	anaerobic bioreactor	True	False	ENVO:00002129	anaerobic sludge	anaerobic sludge	True	True	False	False	False	False	False	False	True	False	True	urban biome	ENVO:01000249	urban biome				True			anaerobic bioreactor	ENVO:00002124	anaerobic bioreactor				False			anaerobic sludge	ENVO:00002129	anaerobic sludge				True		
SAMEA7724101	Gb0315442	PRJEB42019	ERX4804492|ERX4806291|ERX4811014|ERX4812294	2025-01-29	2022-04-01	5482	Engineered	Bioreactor	Anaerobic	Sludge	Unclassified	ENVO:01000249	urban biome	urban biome	True	True	ENVO:00002124	anaerobic bioreactor	anaerobic bioreactor	True	False	ENVO:00002129	anaerobic sludge	anaerobic sludge	True	True	False	False	False	False	False	False	True	False	True	urban biome	ENVO:01000249	urban biome				True			anaerobic bioreactor	ENVO:00002124	anaerobic bioreactor				False			anaerobic sludge	ENVO:00002129	anaerobic sludge				True		
